0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,Control_51,C9-Patient_66,C9-Patient_67,C9-Patient_68,C9-Patient_69,C9-Patient_70,C9-Patient_71,C9-Patient_72,C9-Patient_73,C9-Patient_74,C9-Patient_75
chr22_46632009,0.3,0.0,0.04,0.45,0.87,0.93,0.57,0.93,0.93,0.64,0.42,0.94,1.0,0.03,0.81,0.0,0.5,0.5,0.4,0.05,0.0,0.47,0.9,0.98,0.42,0.95,0.94,0.89,0.94,0.91,0.96
chr20_36154077,0.78,0.64,0.6,0.61,0.59,0.54,0.75,0.55,0.72,0.56,0.71,0.67,0.6,0.65,0.62,0.75,0.67,0.54,0.41,0.76,0.71,0.56,0.49,0.47,0.49,0.5,0.45,0.56,0.44,0.41,0.41
chr14_80475974,0.9,0.67,0.45,0.87,0.69,0.61,0.97,0.71,0.0,0.0,0.95,0.81,0.87,0.91,0.0,0.0,0.9,0.0,0.0,0.76,0.63,0.59,0.0,0.5,0.0,0.67,0.0,0.0,0.0,0.54,0.0
chr1_148329782,0.57,0.31,0.38,0.5,0.56,0.67,0.45,0.56,0.52,0.25,0.19,0.42,0.68,0.0,0.45,0.48,0.33,0.65,0.76,0.71,0.56,0.32,0.26,0.35,0.39,0.2,0.31,0.23,0.35,0.11,0.38
chr10_118016108,0.86,0.8,0.85,0.85,0.82,0.93,0.93,0.89,0.77,0.91,0.94,0.97,0.9,0.84,0.85,0.87,0.93,0.86,0.91,0.93,0.87,0.83,0.77,0.83,0.78,0.69,0.7,0.7,0.74,0.76,0.76
chr1_55039185,0.85,0.81,0.8,0.92,0.88,0.85,0.88,0.86,0.84,0.88,0.85,0.84,0.82,0.93,0.8,0.84,0.86,0.65,0.85,0.86,0.83,0.62,0.76,0.65,0.74,0.64,0.73,0.78,0.69,0.78,0.8
chr14_101024877,0.85,0.86,0.72,0.88,0.97,0.76,0.91,0.87,0.83,0.89,0.92,0.91,0.91,0.65,0.85,0.96,1.0,0.82,0.95,0.91,0.91,0.79,0.8,0.76,0.76,0.67,0.74,0.8,0.78,0.62,0.77
chr11_4770966,0.96,0.9,0.92,0.54,0.92,0.0,0.78,0.43,0.38,0.95,0.4,0.93,0.96,0.93,0.0,0.92,0.84,0.88,0.8,0.9,0.77,0.47,0.43,0.0,0.76,0.0,0.83,0.4,0.42,0.0,0.8
chr1_21239719,0.7,0.6444444444444444,0.68,0.47,0.6444444444444444,0.6444444444444444,0.75,0.53,0.68,0.86,0.75,0.73,0.65,0.92,0.54,0.69,0.44,0.91,0.73,0.94,0.6444444444444444,0.65,0.45,0.6,0.36,0.58,0.48,0.61,0.51,0.61,0.58
chr8_95229120,0.9,1.0,0.5675000000000001,0.63,0.75,0.66,0.0,0.9,0.84,0.75,0.73,0.58,0.0,0.97,0.5675000000000001,0.5675000000000001,0.86,0.8,0.77,0.9,0.47,0.0,0.67,0.57,0.0,0.0,0.79,0.0,0.0,0.55,0.8
chr4_190041186,0.5924137931034481,0.81,0.8,0.21,0.79,0.9,0.84,0.7,0.63,0.76,0.73,0.7,0.57,0.69,0.69,0.75,0.36,0.5924137931034481,0.08,0.78,0.52,0.47,0.62,0.54,0.45,0.5,0.58,0.54,0.34,0.58,0.25
chr11_45045991,0.65,0.8,0.72,0.76,0.85,0.64,0.93,0.63,0.78,0.84,0.81,0.8,0.71,0.74,0.73,0.76,0.75,0.63,0.72,0.75,0.82,0.51,0.64,0.56,0.47,0.6,0.65,0.58,0.66,0.71,0.55
chr10_125774067,0.65,0.55,0.61,0.33,0.87,0.75,0.55,0.44,0.59,0.71,0.56,0.55,0.84,0.61,0.25,0.52,0.07,0.53,0.27,0.65,0.55,0.44,0.48,0.22,0.5,0.45,0.28,0.16,0.45,0.5,0.37
chr16_87295864,0.85,0.71,0.55,0.82,0.82,0.86,0.94,0.66,0.9,0.84,0.58,0.78,0.69,0.77,0.51,0.75,0.7,0.65,0.79,0.77,0.47,0.68,0.66,0.51,0.43,0.66,0.68,0.49,0.43,0.46,0.49
chr3_164730918,0.56,0.58,0.51,0.58,0.44,0.58,0.56,0.5,0.43,0.78,0.36,0.55,0.55,0.56,0.36,0.8,0.47,0.5,0.76,0.75,0.52,0.19,0.38,0.45,0.48,0.44,0.24,0.45,0.46,0.46,0.42
chr22_17769964,0.5,0.47,0.57,0.76,0.8,0.69,0.66,0.69,0.54,0.75,0.75,0.62,0.69,0.65,0.56,0.67,0.39,0.69,0.75,0.75,0.69,0.32,0.6,0.54,0.56,0.5,0.51,0.5,0.4,0.25,0.47
chr10_33036252,0.86,0.76,1.0,1.0,0.9,0.84,0.94,0.88,0.8,1.0,1.0,0.95,0.9,0.86,0.88,0.85,0.83,0.75,0.8,1.0,0.83,0.69,0.76,0.85,0.72,0.6,0.77,0.76,0.73,0.79,0.73
chr6_152671278,0.66,0.66,0.51,0.57,0.68,0.64,0.78,0.68,0.57,0.76,0.42,0.61,0.6,0.55,0.68,0.5,0.62,0.59,0.84,0.62,0.66,0.51,0.49,0.48,0.47,0.52,0.56,0.49,0.48,0.44,0.45
chr6_159235222,0.71,0.71,0.61,0.8,0.8,0.64,0.78,0.78,0.75,0.73,0.78,0.84,0.8,0.72,0.7,0.74,0.72,0.64,0.7,0.75,0.73,0.67,0.68,0.6,0.64,0.61,0.56,0.61,0.57,0.56,0.62
chr11_71521764,0.0,0.4,0.2371428571428571,0.0,0.08,0.61,0.69,0.68,0.05,0.93,0.46,0.04,0.0,0.0,0.05,0.66,0.5,0.2371428571428571,0.2371428571428571,0.59,0.0,0.02,0.8,0.01,0.0,0.0,0.03,0.01,0.03,0.0,0.0
chr11_67285324,0.31,0.26,0.32,0.3,0.27,0.3,0.21,0.5,0.2,0.18,0.25,0.1,0.1,0.26,0.19,0.15,0.22,0.29,0.43,0.16,0.1,0.63,0.34,0.53,0.33,0.31,0.61,0.18,0.5,0.52,0.44
chr7_101117662,0.72,0.72,0.69,0.67,0.68,0.6,0.53,0.51,0.8,0.72,0.6,0.74,0.8,0.71,0.7,0.8,0.6,0.63,0.62,0.62,0.61,0.37,0.52,0.64,0.4,0.55,0.17,0.66,0.45,0.38,0.53
chr2_20233060,0.78,0.86,0.78,0.92,0.97,0.86,0.9,0.86,0.93,0.85,0.83,0.9,0.92,0.89,0.9,0.83,0.95,0.86,0.68,0.88,0.91,0.73,0.81,0.73,0.77,0.73,0.73,0.77,0.75,0.75,0.7
chr8_20789834,0.77,0.61,0.5,0.5,0.0,0.89,0.52,0.05,0.5,0.5,0.64,0.42,0.55,0.87,0.43137931034482757,0.92,0.7,0.43137931034482757,0.0,0.5,0.61,0.55,0.02,0.06,0.47,0.01,0.45,0.05,0.07,0.76,0.02
chr1_54807906,0.87,0.61,0.71,0.56,0.46499999999999997,0.66,0.0,0.55,0.46499999999999997,0.55,0.0,0.0,0.93,0.56,0.71,0.96,0.66,0.46499999999999997,0.81,0.6,0.9,0.0,0.0,0.0,0.67,0.0,0.0,0.86,0.04,0.81,0.0
chr13_110813179,0.19,0.42333333333333323,0.64,0.72,0.67,0.57,0.4,0.5,0.52,0.46,0.21,0.57,0.65,0.5,0.52,0.46,0.48,0.28,0.52,0.55,0.36,0.28,0.36,0.35,0.29,0.12,0.34,0.03,0.38,0.31,0.47
chr16_31819914,0.76,0.76,0.61,0.6,0.67,0.64,0.65,0.61,0.62,0.8,0.54,0.64,0.76,0.67,0.72,0.62,0.56,0.46,0.21,0.7,0.51,0.41,0.68,0.42,0.5,0.56,0.36,0.33,0.37,0.34,0.25
chr5_135179345,0.73,0.31,0.55,0.89,0.47,0.52,0.93,0.85,0.93,0.52,0.75,0.48,0.33,0.76,0.3,0.94,0.54,0.5816666666666667,0.76,0.88,0.78,0.0,0.46,0.87,0.25,0.83,0.39,0.36,0.32,0.29,0.46
chr5_56497009,0.46,0.48,0.6,0.36,0.43,0.59,0.59,0.73,0.4,0.5,0.85,0.69,0.68,0.45,0.5,0.47,0.31,0.47,0.61,0.9,0.68,0.45,0.32,0.44,0.41,0.31,0.32,0.36,0.38,0.46,0.31
chr19_2622534,0.26,0.2,0.31,0.15,0.07,0.2,0.2,0.52,0.41,0.2,0.29,0.26,0.28,0.3276666666666667,0.29,0.38,0.4,0.27,0.13,0.25,0.26,0.54,0.35,0.55,0.5,0.45,0.37,0.3,0.46,0.5,0.48
chr9_127535935,0.79,0.58,0.77,0.76,0.63,0.8,0.57,0.68,0.75,0.51,0.59,0.81,0.72,0.7,0.72,0.65,0.68,0.68,0.75,0.82,0.6,0.5,0.49,0.42,0.53,0.51,0.48,0.57,0.84,0.57,0.56
chr17_28984587,0.85,0.92,0.71,0.86,0.87,0.69,0.89,0.76,0.6,0.84,0.76,0.86,0.79,0.8,0.8,0.65,0.65,0.58,0.95,0.83,0.74,0.61,0.7,0.59,0.69,0.59,0.63,0.66,0.55,0.65,0.55
chr22_19722524,0.77,0.82,0.69,0.88,0.94,0.76,0.79,0.77,0.82,0.87,0.64,0.93,0.93,0.77,0.79,0.88,0.71,0.9,0.93,0.95,0.84,0.42,0.88,0.64,0.73,0.72,0.59,0.75,0.6,0.61,0.65
chr6_34234915,0.85,0.83,0.94,0.85,0.9,0.32,0.88,0.89,0.9,0.86,0.93,0.77,0.85,0.83,0.89,0.85,0.89,0.82,0.7583333333333336,0.8,0.44,0.43,0.78,0.85,0.78,0.77,0.44,0.78,0.77,0.42,0.44
chr21_45292384,0.4,0.59,0.34,0.29,0.25,0.56,0.58,0.53,0.44,0.48,0.54,0.58,0.0,0.56,0.54,0.61,0.48,0.56,0.47,0.51,0.22,0.27,0.19,0.0,0.25,0.38,0.27,0.0,0.25,0.34,0.45
chr2_2791433,0.78,0.82,0.75,0.26,0.75,0.47,0.32,0.33,0.61,0.74,0.87,0.6,0.85,0.37,0.41,0.89,0.83,0.59,0.0,0.57,0.76,0.81,0.86,0.87,0.76,0.8,0.83,0.8,0.82,0.8,0.77
chr15_43017342,0.87,0.55,0.53,0.67,0.62,0.57,0.64,0.65,0.62,0.79,0.51,0.88,0.65,0.79,0.6,0.67,0.66,0.66,0.72,0.72,0.75,0.47,0.47,0.5,0.53,0.5,0.56,0.6,0.54,0.47,0.5
chr21_36399327,0.94,0.95,0.68,0.91,0.94,0.62,0.86,0.88,0.84,0.93,0.83,0.5,0.9,0.84,0.85,0.9,0.7531034482758621,0.7531034482758621,0.93,0.91,0.94,0.82,0.3,0.0,0.79,0.51,0.83,0.4,0.88,0.86,0.3
chr11_5422830,0.76,0.85,0.53,0.58,0.33,0.81,0.53,0.57,0.5132142857142858,0.7,0.5132142857142858,0.76,0.72,0.75,0.46,0.47,0.5132142857142858,0.0,0.4,0.9,0.64,0.41,0.39,0.71,0.2,0.18,0.35,0.0,0.25,0.32,0.8
chr6_110105618,0.8,0.92,0.77,1.0,0.9,0.77,0.94,0.87,0.94,0.78,0.91,0.85,0.92,0.81,0.88,0.8,0.85,0.93,0.88,1.0,0.92,0.75,0.79,0.72,0.7,0.76,0.69,0.83,0.67,0.68,0.72
chr11_915027,0.8,0.86,0.75,0.76,0.8,0.76,0.76,0.71,0.8,0.91,0.86,0.8,0.73,0.82,0.69,0.81,0.64,0.85,0.91,0.85,0.76,0.21,0.81,0.63,0.63,0.71,0.66,0.7,0.65,0.64,0.6
chr9_137352913,0.8,0.57,0.7,0.87,0.9,0.9,0.92,0.0,0.39,0.88,0.92,0.92,0.0,0.25,0.54,0.5,0.9,0.85,0.91,0.5,0.25,0.39,0.0,0.47,0.51,0.9,0.0,0.0,0.44,0.5,0.0
chr3_167895337,0.8,0.76,0.83,0.86,0.93,0.79,0.88,0.82,0.82,0.87,0.92,0.9,1.0,0.83,0.87,0.83,0.82,0.84,0.81,0.87,0.78,0.66,0.78,0.72,0.71,0.7,0.74,0.8,0.68,0.69,0.63
chr2_84624550,0.71,0.84,0.72,0.7,0.74,0.88,0.73,0.81,0.75,0.78,0.79,0.93,0.9,0.83,0.87,0.86,0.8,0.74,0.75,0.85,0.86,0.52,0.68,0.69,0.63,0.64,0.66,0.66,0.72,0.61,0.74
chr14_95356367,0.0,0.0,0.47,0.86,0.72,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.37,0.0,0.64,0.52,0.47,0.0,0.61,0.0,0.85,0.0,0.54,0.81,0.61,0.57,0.0,0.67,0.56,0.66
chr10_11320353,0.32,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.45,0.0,0.0,0.0,0.54,0.0,0.34,0.0,0.01,0.44,0.4,0.44,0.38,0.49,0.41,0.35
chr2_46269015,0.83,0.8,0.75,0.78,0.76,0.77,0.81,0.8,0.86,0.83,0.75,0.86,0.91,0.79,0.71,0.82,1.0,0.71,0.66,0.86,0.91,0.7,0.67,0.71,0.66,0.68,0.73,0.68,0.7,0.67,0.67
chr18_69957204,0.6,0.48,0.57,0.5,0.61,0.59,0.72,0.57,0.74,0.66,0.8,0.59,0.77,0.59,0.55,0.68,0.8,0.57,0.7,0.63,0.46,0.52,0.56,0.48,0.5,0.26,0.45,0.53,0.48,0.56,0.56
chr8_13515451,0.78,0.73,0.77,0.78,0.82,0.74,0.77,0.7,0.71,0.56,0.75,0.83,0.73,0.68,0.67,0.72,0.61,0.64,0.76,0.8,0.78,0.47,0.6,0.51,0.49,0.66,0.7,0.53,0.6,0.56,0.51
chr17_80948677,0.0,0.51,0.55,0.0,0.37,0.39,0.0,0.56,0.93,0.39,0.0,0.51,0.0,0.87,0.52,0.37,0.79,0.46,0.0,0.41,0.39,0.58,0.0,0.93,0.86,0.92,0.92,0.36,0.91,0.56,0.57
chr20_47819136,0.65,0.88,0.52,0.63,0.72,0.55,0.61,0.64,0.8,0.67,0.65,0.69,0.71,0.5,0.58,0.72,0.64,0.76,0.76,0.78,0.67,0.46,0.57,0.49,0.49,0.45,0.45,0.77,0.51,0.46,0.41
chr6_44477650,0.85,0.92,0.87,0.92,0.87,0.81,0.85,0.84,0.84,0.81,0.82,0.89,0.94,0.86,0.86,0.88,0.87,0.85,0.76,0.87,0.76,0.72,0.63,0.8,0.79,0.79,0.77,0.8,0.76,0.74,0.68
chr21_37757811,0.57,0.96,0.47,0.75,0.5,0.74,0.92,0.51,0.8,0.63,0.83,0.0,0.65,0.0,0.0,0.96,0.37,0.75,0.45,0.91,0.82,0.0,0.45,0.0,0.31,0.48,0.37,0.46,0.85,0.0,0.42
chr2_74895826,0.84,0.9,0.92,0.96,0.96,0.9,0.9,0.94,1.0,0.94,0.92,0.96,0.53,1.0,0.84,0.66,0.92,0.92,0.84,0.84,0.78,0.82,0.75,0.67,0.81,0.72,0.8,0.74,0.77,0.72,0.79
chr19_5038774,0.0,0.41,0.44,0.4,0.0,0.02,0.0,0.0,0.0,0.38,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.37,0.0,0.34,0.4,0.72,0.38,0.38,0.29,0.01,0.34,0.39,0.34,0.67
chr10_124682052,0.97,0.81,0.86,0.81,0.84,0.9,0.87,0.77,0.93,0.91,0.92,0.96,0.88,0.9,0.85,0.95,0.86,0.73,0.92,0.86,0.85,0.74,0.76,0.66,0.8,0.68,0.74,0.77,0.81,0.76,0.65
chr16_12573885,0.34,0.21,0.33,0.38,0.7,0.5,0.26,0.57,0.58,0.56,0.39,0.38,0.38,0.33,0.38,0.73,0.57,0.22,0.16,0.42,0.35,0.13,0.14,0.16,0.18,0.26,0.02,0.32,0.23,0.53,0.27
chr8_100326028,0.88,0.88,0.66,0.0,0.69,0.62,0.85,0.57,0.88,0.72,0.77,0.93,0.9,0.86,0.83,0.77,0.85,0.72,0.71,0.92,0.91,0.65,0.62,0.0,0.63,0.66,0.86,0.62,0.57,0.03,0.7
chr1_52356470,0.9,0.86,0.93,0.91,0.95,0.91,0.76,0.89,0.87,0.97,0.91,0.95,0.93,0.91,0.92,0.9,0.83,0.8,0.9,0.92,0.82,0.57,0.75,0.67,0.63,0.71,0.71,0.82,0.86,0.86,0.78
chr2_241270881,0.86,0.68,0.74,0.63,0.73,0.72,0.75,0.72,0.66,0.52,0.57,0.8,0.78,0.64,0.8,0.7,0.8,0.86,0.92,0.66,0.76,0.52,0.65,0.64,0.57,0.61,0.61,0.55,0.48,0.64,0.65
chr22_19505169,0.8,0.93,0.6059259259259259,0.82,0.6,0.75,0.84,0.68,0.64,0.86,0.92,0.66,0.7,0.6059259259259259,0.8,0.6059259259259259,0.6059259259259259,0.81,0.0,0.7,0.78,0.0,0.0,0.03,0.0,0.65,0.48,0.83,0.72,0.67,0.69
chr19_7919820,0.33,0.2522222222222222,0.26,0.41,0.18,0.25,0.18,0.25,0.26,0.16,0.66,0.2522222222222222,0.5,0.26,0.36,0.14,0.46,0.35,0.2522222222222222,0.41,0.2522222222222222,0.17,0.17,0.03,0.12,0.1,0.25,0.13,0.0,0.24,0.18
chr7_55345075,0.42,0.41,0.46,0.78,0.4422222222222223,0.71,0.63,0.61,0.57,0.72,0.09,0.9,0.73,0.28,0.37,0.4422222222222223,0.4422222222222223,0.4422222222222223,0.46,0.35,0.16,0.37,0.25,0.28,0.4,0.34,0.34,0.36,0.32,0.22,0.41
chr5_168712650,0.76,0.73,0.46,0.56,0.4,0.64,0.68,0.71,0.58,0.8,0.48,0.6,0.66,0.6,0.68,0.64,0.68,0.63,0.62,0.68,0.53,0.56,0.4,0.47,0.57,0.53,0.38,0.47,0.48,0.48,0.35
chr10_83774041,0.71,0.56,0.82,0.59,0.74,0.78,0.71,0.79,0.66,0.8,0.66,0.76,0.82,0.73,0.63,0.71,0.73,0.67,0.68,0.83,0.69,0.59,0.65,0.58,0.63,0.54,0.6,0.6,0.6,0.58,0.61
chr2_241670139,0.72,0.89,0.81,0.41,0.41,0.84,0.81,0.88,0.5,0.61,0.87,0.5,0.83,0.79,0.94,0.94,0.95,0.46,0.59,0.84,0.82,0.36,0.51,0.77,0.46,0.44,0.4,0.73,0.78,0.41,0.0
chr1_183938408,0.83,0.65,0.71,0.72,0.59,0.74,0.7,0.78,0.78,0.85,0.73,0.83,0.68,0.67,0.78,0.76,0.68,0.63,0.69,0.85,0.67,0.63,0.64,0.54,0.63,0.65,0.61,0.65,0.64,0.58,0.53
chr16_21797174,0.92,0.81,0.88,0.81,0.96,0.96,0.86,0.95,0.95,1.0,0.93,0.87,0.79,0.93,0.87,0.84,0.8346666666666666,0.82,0.85,0.93,0.8,0.61,0.8,0.68,0.78,0.73,0.64,0.79,0.83,0.83,0.62
chr7_6051116,0.86,1.0,0.8,0.86,0.71,0.94,0.76,0.68,0.78,0.77,0.8,0.88,0.94,0.77,0.79,0.83,0.88,0.53,0.6,0.84,0.81,0.52,0.68,0.67,0.7,0.76,0.76,0.62,0.61,0.6,0.54
chr19_50232083,0.68,0.76,0.47,0.41,0.65,0.78,0.9,0.88,0.5,0.41,0.44,0.81,0.0,0.0,0.21,0.35,0.36,0.35,0.37,0.43,0.27,0.33,0.0,0.44,0.0,0.32,0.38,0.29,0.0,0.0,0.26
chr19_10316382,0.43,0.5,0.38,0.36,0.52,0.52,0.3,0.31,0.37862068965517237,0.61,0.5,0.41,0.37862068965517237,0.38,0.56,0.5,0.46,0.45,0.11,0.58,0.33,0.2,0.37,0.32,0.17,0.26,0.27,0.34,0.21,0.33,0.3
chr5_42953522,0.68,0.5430769230769231,0.5430769230769231,0.66,0.7,0.81,0.66,0.0,0.66,0.69,0.54,0.63,0.85,0.75,0.5430769230769231,0.7,0.6,0.9,0.63,0.5430769230769231,0.72,0.0,0.65,0.0,0.52,0.0,0.41,0.5430769230769231,0.0,0.73,0.63
chr14_56205205,0.85,0.9,0.65,0.84,0.3,0.88,0.81,0.89,0.83,1.0,0.33,0.88,0.92,0.92,0.91,0.9,0.89,0.71,0.82,0.96,0.82,0.49,0.43,0.27,0.74,0.44,0.44,0.4,0.88,0.86,0.4
chr20_31570876,0.68,0.6917241379310346,0.61,0.46,0.57,0.7,0.69,0.69,0.63,0.69,0.5,0.61,0.6917241379310346,0.65,0.53,0.64,0.6,0.68,0.76,0.72,0.72,0.86,0.77,0.74,0.8,0.78,0.85,0.72,0.86,0.78,0.77
chr4_150546459,0.5,0.55,0.57,0.48,0.48,0.39,0.5,0.58,0.53,0.51,0.41,0.5,0.6,0.62,0.57,0.57,0.46,0.35,0.43,0.46,0.41,0.28,0.38,0.29,0.37,0.35,0.41,0.33,0.38,0.45,0.2
chr5_766471,0.33,0.62,0.6,0.45,0.5,0.92,0.62,0.0,0.0,0.0,0.63,0.6,0.21,0.31,0.75,0.30666666666666664,0.30666666666666664,0.30666666666666664,0.0,0.30666666666666664,0.4,0.0,0.0,0.16,0.0,0.0,0.0,0.4,0.78,0.0,0.0
chr22_32204447,0.59,0.55,0.33,0.6,0.66,0.71,0.42,0.48,0.21,0.11,0.53,0.61,0.51,0.43,0.5,0.6,0.18,0.67,0.61,0.14,0.6,0.26,0.1,0.29,0.2,0.09,0.26,0.32,0.3,0.44,0.44
chr8_467924,0.88,0.88,0.92,0.76,0.83,0.8,0.86,0.92,0.82,0.84,0.86,0.86,0.87,0.84,0.77,0.81,0.79,0.88,0.83,0.84,0.81,0.77,0.74,0.68,0.75,0.71,0.77,0.72,0.78,0.71,0.74
chr2_45259265,0.8,0.9,0.81,0.93,1.0,0.81,1.0,0.91,0.76,0.92,0.94,0.93,1.0,0.9,0.8522222222222223,1.0,0.8522222222222223,0.8522222222222223,0.85,0.8522222222222223,1.0,0.59,0.84,0.8,0.88,0.89,0.79,0.3,0.85,0.86,0.75
chr19_3073247,0.87,0.9,0.81,0.89,0.82,0.87,0.82,0.75,0.7,0.7932142857142858,0.88,0.94,0.93,0.87,0.7932142857142858,0.95,1.0,0.7932142857142858,0.94,0.86,0.9,0.34,0.83,0.8,0.85,0.39,0.28,0.83,0.85,0.89,0.45
chr7_154060687,0.6114814814814815,0.66,0.5,0.6114814814814815,0.84,0.6114814814814815,0.75,0.62,0.54,0.6114814814814815,0.65,0.54,0.53,0.81,0.5,0.92,0.76,0.71,0.9,0.81,0.9,0.37,0.43,0.18,0.5,0.27,0.54,0.39,0.5,0.69,0.7
chr20_37746575,0.85,0.91,0.77,0.86,0.93,0.87,0.9,0.9,0.95,0.88,0.84,0.88,0.93,0.86,0.9,0.91,0.93,0.94,0.86,0.94,0.8,0.75,0.8,0.83,0.77,0.81,0.78,0.77,0.82,0.75,0.74
chr13_46588302,0.33,0.64,0.2,0.5,0.66,0.64,0.58,0.46,0.57,0.4166666666666668,0.36,0.33,0.62,0.52,0.37,0.9,0.36,0.4166666666666668,0.35,0.4166666666666668,0.4166666666666668,0.21,0.39,0.34,0.36,0.38,0.4,0.2,0.2,0.16,0.22
chr13_108779016,0.72,0.73,0.73,0.54,0.04,0.63,0.73,0.3,0.81,0.63,0.78,0.4,0.46,0.76,0.5,0.71,0.34,0.5,0.4,0.42,0.55,0.01,0.3,0.33,0.77,0.0,0.28,0.42,0.61,0.02,0.01
chr19_31960650,0.86,0.9,0.66,0.86,0.95,0.94,0.8406666666666668,0.88,0.82,0.77,0.94,0.9,0.94,0.91,1.0,0.91,0.9,0.9,0.9,0.77,1.0,0.55,0.84,0.78,0.84,0.81,0.8,0.81,0.8,0.52,0.76
chr6_159165778,0.6,0.63,0.65,0.55,0.8,0.47,0.64,0.64,0.65,0.56,0.65,0.58,0.9,0.69,0.42,0.76,0.57,0.78,0.7,0.67,0.59,0.56,0.51,0.49,0.48,0.54,0.57,0.56,0.37,0.4,0.41
chr5_159259784,0.32,0.38,0.67,0.81,0.52,0.93,0.0,0.0,0.0,0.4,0.33,0.36,0.03,0.96,0.48,0.38,0.5,0.96,0.0,0.0,0.81,0.91,0.92,0.89,0.86,0.97,0.9,0.3,0.45,0.5,0.92
chr7_55345064,0.31,0.47,0.47,0.87,0.54,0.35,0.6,0.48,0.35,0.3,0.2,0.6,0.57,0.46,0.31,0.5,0.45,0.38533333333333325,0.33,0.36,0.3,0.17,0.24,0.5,0.41,0.17,0.28,0.28,0.29,0.15,0.25
chr17_21512206,0.59,0.73,0.75,0.68,0.68,0.75,0.74,0.82,0.81,0.84,0.94,0.84,0.57,0.65,0.48,0.79,0.9,0.74,0.9,0.6,0.58,0.66,0.49,0.5,0.6,0.5,0.57,0.67,0.42,0.54,0.6
chr13_25932166,0.92,0.82,0.86,0.97,0.85,0.83,0.92,0.9,0.75,0.93,0.83,0.83,0.83,0.89,0.87,0.96,0.88,0.87,0.92,0.97,0.96,0.78,0.81,0.73,0.73,0.75,0.65,0.81,0.79,0.83,0.73
chr7_1015828,0.92,0.85,0.81,0.82,0.76,0.87,0.82,0.92,1.0,0.92,0.86,0.83,0.94,0.84,0.83,0.87,0.84,0.8093333333333332,0.91,0.8,0.72,0.76,0.73,0.74,0.66,0.69,0.65,0.71,0.65,0.84,0.72
chr2_240959819,0.92,0.67,0.0,0.0,0.73,0.79,0.96,0.92,0.5572413793103448,0.88,0.83,0.0,0.78,0.75,0.7,0.72,0.5572413793103448,0.7,0.0,0.88,0.8,0.67,0.0,0.65,0.0,0.68,0.0,0.0,0.64,0.86,0.63
chr9_134057069,0.65,0.38,0.68,0.53,0.5,0.58,0.54,0.55,0.58,0.61,0.47,0.12,0.64,0.8,0.5,0.53,0.5,0.83,0.6063333333333333,0.5,0.38,0.93,0.67,0.76,0.79,0.71,0.68,0.53,0.73,0.8,0.72
chr10_132736265,0.53,0.4,0.56,0.63,0.51,0.57,0.61,0.51,0.58,0.62,0.53,0.7,0.66,0.69,0.54,0.71,0.52,0.53,0.6,0.72,0.62,0.43,0.5,0.45,0.52,0.49,0.43,0.47,0.48,0.43,0.45
chr20_25369595,0.5,0.4,0.35,0.44,0.45,0.44,0.45,0.5,0.46,0.52,0.47,0.47,0.5,0.39,0.34,0.53,0.53,0.44,0.5,0.72,0.47,0.39,0.34,0.33,0.31,0.35,0.41,0.29,0.39,0.27,0.28
chr18_12306808,0.38,0.52,0.65,0.53,0.52,0.61,0.76,0.64,0.66,0.95,0.65,0.58,0.58,0.59,0.45,0.45,0.64,0.68,0.7,0.54,0.64,0.46,0.49,0.37,0.5,0.43,0.61,0.44,0.28,0.5,0.35
chr7_17374818,0.82,0.81,0.76,0.81,0.77,0.86,0.86,0.88,0.88,0.83,0.85,0.79,0.92,0.88,0.94,0.86,0.82,0.81,0.71,0.91,0.84,0.74,0.76,0.73,0.67,0.76,0.76,0.69,0.72,0.76,0.76
chr17_72058282,0.56,0.41,0.16,0.9,0.89,0.24,0.45,0.37,0.59,0.73,0.51,0.03,0.85,0.41,0.86,0.52,0.33,0.28,0.85,0.84,0.52,0.36,0.46,0.38,0.0,0.0,0.37,0.0,0.0,0.48,0.4
chr18_37273677,0.82,0.83,0.74,0.85,0.89,0.75,0.86,0.38,0.26,0.92,0.4,0.0,0.88,0.84,0.86,0.82,0.76,0.86,0.9,0.77,0.45,0.4,0.41,0.38,0.26,0.0,0.83,0.44,0.87,0.42,0.34
chr19_1465844,0.28,0.07,0.12,0.0,0.11,0.14,0.21,0.28,0.05,0.0,0.04,0.09,0.52,0.04,0.0,0.04,0.16,0.34,0.05,0.0,0.08,0.24,0.58,0.17,0.7,0.4,0.46,0.37,0.0,0.24,0.28
chr13_114079117,0.58,0.59,0.55,0.68,0.65,0.24,0.69,0.7,0.68,0.78,0.7,0.69,0.64,0.63,0.0,0.23,0.5,0.73,0.6,0.73,0.65,0.64,0.31,0.47,0.5,0.24,0.4,0.33,0.46,0.27,0.33
