0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,sALS_21,sALS_22,sALS_23,sALS_24,sALS_25,sALS_26,sALS_27,sALS_28,sALS_29,sALS_30,sALS_31,sALS_33,sALS_34,sALS_35,sALS_36,sALS_37,sALS_38,sALS_39,sALS_40,Control_51
chr7_27108669,0.85,0.83,0.76,0.85,0.81,0.79,0.92,0.81,0.92,0.91,0.96,0.96,0.85,0.81,0.82,0.94,0.72,0.79,0.94,0.9,0.84,0.66,0.75,0.73,0.85,0.87,0.65,0.88,0.82,0.76,0.9,0.86,0.62,0.75,0.74,0.87,0.81,0.77,0.81,0.9
chr2_3586375,0.91,0.86,0.8,0.86,0.9,0.85,0.81,0.83,0.93,0.95,0.86,0.92,0.9,0.9,0.86,0.83,0.82,0.85,0.85,0.48,0.8,0.77,0.96,0.78,0.82,0.91,0.78,0.81,0.86,0.85,0.42,0.87,0.39,0.52,0.83,0.94,0.82,0.79,0.42,0.93
chr12_12840216,0.56,0.25,0.46,0.18,0.37,0.3,0.31,0.3,0.26,0.17,0.21,0.32,0.34,0.19,0.3,0.41,0.08,0.2,0.41,0.53,0.34,0.28,0.34,0.26,0.51,0.31,0.58,0.48,0.25,0.52,0.32,0.52,0.52,0.18,0.51,0.39,0.5,0.41,0.27,0.42
chr17_10516182,0.88,0.85,0.72,0.82,0.89,0.8,0.93,0.89,0.89,0.95,0.87,1.0,0.91,0.87,0.96,0.83,0.86,0.78,0.8,0.93,0.66,0.46,0.89,0.74,0.78,0.87,0.89,0.94,0.76,0.67,0.82,0.84,0.69,0.71,0.92,0.68,0.92,0.72,0.92,0.81
chr12_131595469,0.86,0.42,0.12,0.39,0.0,0.81,0.9,0.43,0.4,0.42,0.45,0.45,0.52,0.42,0.89,0.37,0.45,0.5,0.4,0.0,0.0,0.77,0.84,0.0,0.0,0.8,0.0,0.32,0.34,0.45,0.93,0.0,0.0,0.3,0.36,0.48,0.87,0.48,0.0,0.75
chr10_118750732,0.82,0.77,0.56,0.9,0.88,0.82,0.51,0.89,0.56,0.94,0.88,0.81,0.79,0.87,0.88,0.89,0.8,0.9,0.61,0.84,0.45,0.9,0.89,0.89,0.47,0.7369230769230769,0.52,0.91,0.35,0.48,0.61,0.0,0.86,0.45,0.75,0.78,0.88,0.85,0.95,0.83
chr5_149579090,0.58,0.53,0.3,0.64,0.64,0.57,0.3,0.16,0.62,0.55,0.69,0.22,0.64,0.58,0.0,0.3,0.68,0.19,0.33,0.41,0.15,0.4634210526315791,0.54,0.52,0.64,0.4634210526315791,0.7,0.4,0.33,0.77,0.0,0.31,0.73,0.68,0.63,0.3,0.42,0.68,0.53,0.35
chr4_164384349,0.3,0.21,0.35,0.42,0.53,0.2,0.41,0.55,0.5,0.45,0.4,0.4,0.45,0.41,0.27,0.36,0.29,0.16,0.2,0.18,0.34,0.22,0.65,0.25,0.38,0.47,0.44,0.24,0.47,0.55,0.2,0.72,0.46,0.21,0.45,0.52,0.42,0.47,0.4,0.04
chr9_38487842,0.57,0.33,0.68,0.6,0.64,0.39,0.48,0.71,0.39,1.0,0.14,0.78,0.76,0.56,0.36,0.42,0.54,0.62,0.55,0.6,0.41,0.21,0.29,0.54,0.57,0.36,0.26,0.26,0.51,0.56,0.32,0.67,0.64,0.57,0.45,0.11,0.63,0.33,0.44,0.32
chr1_4650615,0.08,0.19,0.23,0.42,0.27,0.13,0.16,0.19,0.32,0.86,0.28,0.17,0.06,0.28,0.1,0.21,0.35,0.33,0.57,0.2,0.27,0.21,0.21,0.23,0.4,0.06,0.19,0.11,0.37,0.0,0.14,0.17,0.12,0.0,0.22948717948717948,0.25,0.0,0.19,0.36,0.27
chr18_7467728,0.78,0.83,0.89,0.82,0.89,0.85,0.72,0.85,0.73,0.88,0.86,0.92,0.9,0.76,0.73,0.84,0.93,0.62,0.75,0.9,0.76,0.66,0.72,0.67,0.66,0.75,0.78,0.82,0.73,0.67,0.8,0.8,0.68,0.84,0.72,0.76,0.68,0.74,0.66,0.52
chr2_219243445,0.43,0.61,0.44,0.76,0.46,0.73,0.77,0.32,0.52,0.84,0.71,0.64,0.65,0.39,0.38,0.77,0.8,0.46,0.46,0.76,0.37,0.64,0.69,0.48,0.46,0.3,0.41,0.53,0.47,0.29,0.64,0.38,0.37,0.72,0.29,0.51,0.46,0.3,0.82,0.69
chr3_10301104,0.71,0.96,0.69,0.71,0.72,0.92,0.95,0.86,0.66,0.88,0.77,0.85,0.86,0.87,0.81,0.83,0.92,0.8,0.83,0.85,0.91,1.0,0.88,0.97,0.88,0.84,0.93,0.92,0.88,0.66,0.94,0.92,0.83,0.73,0.92,1.0,0.7,0.9,0.9,0.66
chr11_73269101,0.83,0.84,0.72,0.82,0.91,0.89,0.91,0.84,0.96,0.94,0.79,0.93,0.94,0.84,0.91,0.92,0.86,0.87,0.87,0.97,0.85,0.77,0.8,0.77,0.82,0.86,0.88,0.85,0.82,0.79,0.82,0.33,0.83,0.75,0.8,0.87,0.92,0.91,0.8,0.89
chr8_129683731,0.25,0.12,0.13,0.04,0.2,0.26,0.17,0.24,0.11,0.08,0.17,0.06,0.08,0.11,0.2,0.29,0.29,0.1,0.23,0.09,0.11,0.17,0.17,0.43,0.2,0.12,0.35,0.05,0.28,0.47,0.22,0.15,0.39,0.32,0.16,0.09,0.4,0.33,0.25,0.0
chr17_58187890,0.53,0.71,0.77,0.63,0.66,0.7,0.53,0.55,0.5,0.63,0.51,0.52,0.6,0.4,0.5,0.62,0.7,0.36,0.51,0.66,0.66,0.56,0.66,0.46,0.6,0.51,0.43,0.44,0.52,0.62,0.5,0.46,0.48,0.59,0.54,0.66,0.47,0.5,0.3,0.7
chr12_57475558,0.88,0.5,0.87,0.86,0.93,0.76,0.75,0.81,0.73,0.78,0.76,0.91,0.72,0.7605128205128208,0.81,0.85,0.84,0.64,0.92,0.9,0.75,0.58,0.76,0.76,0.77,0.85,0.5,0.85,0.77,0.83,0.76,0.84,0.51,0.78,0.73,0.68,0.75,0.6,0.75,0.62
chr17_76274175,0.46,0.7,0.34,0.68,0.41,0.09,0.42,0.33,0.56,0.95,0.4,0.38,0.43,0.2,0.21,0.79,0.2,0.82,0.78,0.45,0.72,0.14,0.93,0.4,0.76,0.03,0.73,0.31,0.26,0.5038461538461537,0.52,0.43,0.68,0.7,0.58,0.72,0.72,0.63,0.75,0.04
chr6_108119927,0.11,0.15,0.07,0.07,0.16,0.2,0.15,0.12,0.12,0.13,0.15,0.06,0.04,0.06,0.21,0.15,0.17,0.17,0.08,0.03,0.18,0.16,0.23,0.25,0.17,0.21,0.29,0.2,0.12,0.16,0.13,0.23,0.41,0.14,0.22,0.28,0.21,0.24,0.13,0.13
chr8_11801308,0.8,0.83,0.66,0.84,0.81,0.55,0.84,0.51,0.71,0.85,0.81,0.76,0.8,0.83,0.77,0.71,0.63,0.55,0.76,0.92,0.66,0.55,0.73,0.6,0.42,0.84,0.7,0.65,0.53,0.45,0.62,0.8,0.64,0.62,0.92,0.57,0.64,0.7,0.76,0.8
chr6_168991049,0.18,0.73,0.58,0.41,0.5470270270270272,0.68,0.64,0.69,0.5,0.52,0.0,0.81,0.52,0.64,0.84,0.84,0.4,0.5470270270270272,0.64,0.84,0.47,0.0,0.44,0.55,0.64,0.0,0.71,0.6,0.65,0.5470270270270272,0.0,0.34,0.4,0.72,0.85,0.72,0.75,0.6,0.66,0.68
chr19_41993553,0.6,0.29,0.4,0.93,0.5,0.63,0.54,0.52,0.83,0.35,0.23,0.53,0.82,0.36,0.66,0.9,0.4,0.5,0.5081081081081081,0.5081081081081081,0.5,0.42,0.5,0.34,0.35,0.43,0.41,0.5,0.63,0.4,0.41,0.78,0.42,0.25,0.5081081081081081,0.46,0.41,0.5,0.63,0.47
chr7_1903660,0.43,0.42,0.56,0.55,0.42,0.37,0.96,0.83,0.08,0.34,0.85,0.54,0.93,0.86,0.44,0.44,0.88,0.5748717948717946,0.95,0.96,0.44,0.43,0.36,0.52,0.89,0.53,0.44,0.87,0.0,0.08,0.38,0.87,0.4,0.9,1.0,0.0,0.5,0.55,0.61,0.84
chr15_66492126,0.09,0.18,0.13,0.09,0.2,0.32,0.34,0.25,0.1,0.2,0.33,0.01,0.12,0.21,0.12,0.25,0.26,0.15,0.37,0.04,0.16,0.29,0.18,0.45,0.28,0.19,0.34,0.2,0.37,0.22,0.38,0.07,0.47,0.33,0.27,0.07,0.42,0.45,0.3,0.03
chr17_10127412,0.15,0.0,0.0,0.0,0.03,0.14,0.13,0.31,0.07,0.06,0.2,0.03,0.0,0.07,0.12,0.07,0.4,0.11,0.0,0.06,0.05,0.12,0.27,0.27,0.2,0.03,0.17,0.04,0.1155263157894737,0.08,0.18,0.0,0.28,0.1155263157894737,0.0,0.05,0.23,0.27,0.2,0.0
chr19_10306052,0.26,0.23,0.0,0.05,0.23,0.15,0.09,0.25,0.25,0.25,0.2,0.35,0.0,0.2,0.33,0.27,0.0,0.23,0.16,0.4,0.25,0.09,0.23432432432432432,0.2,0.3,0.23432432432432432,0.64,0.08,0.26,0.33,0.3,0.4,0.14,0.42,0.2,0.23432432432432432,0.2,0.64,0.26,0.06
chr6_28259410,0.29,0.37,0.62,0.81,0.54,0.55,0.33,0.51,0.48,0.26,0.28,0.31,0.52,0.4,0.46,0.29,0.37,0.41,0.23,0.44,0.3,0.36,0.42,0.35,0.39,0.46,0.45,0.26,0.37,0.2,0.49,0.32,0.33,0.36,0.36,0.38,0.41,0.45,0.42,0.33
chr19_10111575,0.1,0.07,0.05,0.0,0.0,0.26,0.05,0.1,0.06,0.07,0.04,0.0,0.0,0.0,0.17,0.1,0.25,0.0,0.1,0.0,0.17,0.09,0.17,0.31,0.22,0.1,0.26,0.0,0.21,0.0,0.27,0.23,0.36,0.16,0.1146153846153846,0.15,0.09,0.18,0.08,0.0
chr20_63264359,0.78,0.73,0.53,0.85,0.87,0.9,0.77,0.94,0.75,0.8,0.91,0.83,0.83,0.43,0.38,0.84,0.42,0.8,0.32,0.9,0.77,0.72,0.74,0.8,0.88,0.82,0.81,0.66,0.86,0.93,0.79,0.8,0.85,0.86,0.92,0.85,0.91,0.88,0.8,0.94
chr7_90750034,0.7,0.67,0.62,0.75,0.61,0.5,0.6,0.4,0.69,0.88,0.66,0.6,0.55,0.53,0.58,0.66,0.58,0.57,0.76,0.57,0.35,0.58,0.55,0.56,0.56,0.38,0.56,0.56,0.52,0.6,0.64,0.6,0.5,0.56,0.48,0.5,0.64,0.59,0.51,0.53
chr6_107733274,0.9,0.93,0.85,0.94,0.95,0.73,0.92,0.82,0.88,0.91,0.86,0.97,0.83,0.94,0.97,0.82,0.8,0.77,0.8,0.88,0.73,0.8307692307692307,0.76,0.68,0.8,1.0,0.9,0.93,0.61,0.78,0.7,0.87,0.61,0.83,0.95,0.73,0.61,0.81,0.77,0.86
chr11_34495921,0.82,0.84,0.69,0.8,0.82,0.84,0.71,0.73,0.81,0.81,0.66,0.93,0.95,0.8,0.88,0.84,0.8,0.73,0.9,0.83,0.72,0.66,0.68,0.72,0.62,0.75,0.72,0.86,0.74,0.64,0.71,0.78,0.75,0.84,0.73,0.92,0.69,0.76,0.65,0.81
chr14_105025077,0.55,0.25,0.46,0.56,0.15,0.2,0.46,0.33,0.6,0.6,0.62,0.67,0.54,0.47,0.39,0.29,0.42,0.41,0.46,0.48,0.7,0.5,0.51,0.53,0.54,0.7,0.68,0.54,0.72,0.52,0.46,0.45,0.65,0.45,0.27,0.44,0.69,0.55,0.68,0.44
chr21_42315409,0.91,0.91,0.83,0.93,0.92,0.91,0.86,0.93,0.88,0.9,0.91,0.87,0.85,0.84,0.93,0.92,0.8,0.89,0.86,0.88,0.78,0.77,0.86,0.85,0.81,0.92,0.66,0.8,0.93,0.75,0.89,0.9,0.73,0.9,0.83,0.88,0.86,0.77,0.85,0.82
chr3_50246608,0.03,0.09736842105263156,0.0,0.05,0.1,0.09,0.24,0.09,0.16,0.08,0.0,0.11,0.0,0.0,0.03,0.05,0.08,0.07,0.16,0.0,0.03,0.17,0.05,0.19,0.0,0.14,0.42,0.26,0.0,0.09736842105263156,0.1,0.0,0.32,0.07,0.15,0.18,0.11,0.11,0.06,0.0
chr10_14009680,0.45,0.26,0.42,0.29,0.28,0.4,0.66,0.57,0.54,0.4,0.22,0.55,0.42,0.4,0.41,0.59,0.31,0.53,0.58,0.67,0.34,0.66,0.68,0.58,0.47,0.33,0.88,0.76,0.58,0.64,0.55,0.63,0.52,0.48,0.75,0.71,0.5,0.57,0.51,0.75
chr5_178356765,0.13,0.03,0.45,0.48,0.14,0.08,0.25,0.47,0.14,0.04,0.02,0.24,0.42,0.1,0.35,0.58,0.16,0.1,0.34,0.0,0.12,0.05,0.25,0.14,0.11,0.08,0.11,0.12,0.23,0.2,0.18,0.5,0.04,0.14,0.24,0.11,0.12,0.15,0.11,0.14
chr19_9700450,0.82,0.94,0.78,0.93,0.92,0.89,0.82,0.48,0.96,0.95,0.96,0.86,0.9,0.89,0.74,0.8,0.9,0.76,0.75,0.95,0.82,0.79,0.87,0.8,0.65,0.84,0.79,0.76,0.9,0.73,0.86,0.83,0.81,0.82,0.47,0.73,0.91,0.79,0.79,0.88
chr1_148329175,0.46,0.42,0.48,0.65,0.55,0.42,0.52,0.52,0.26,0.29,0.12,0.42,0.53,0.15,0.28,0.46,0.4,0.45,0.82,0.53,0.33,0.36,0.3,0.53,0.2,0.28,0.1,0.39,0.47,0.05,0.23,0.35,0.13,0.3,0.06,0.52,0.66,0.3,0.4,0.33
chr10_96620520,0.52,0.0,0.0,0.38,0.0,0.44,0.52,0.0,0.0,0.36,0.0,0.0,0.84,0.0,0.29,0.0,0.0,0.0,0.25,0.89,0.43,0.0,0.35,0.34,0.35,0.0,0.35,0.47,0.0,0.82,0.0,0.36,0.0,0.0,0.85,0.54,0.35,0.0,0.58,0.0
chr19_45465360,0.43,0.35205128205128194,0.35,0.35,0.57,0.48,0.37,0.4,0.4,0.38,0.38,0.35,0.23,0.38,0.55,0.39,0.12,0.25,0.5,0.36,0.25,0.32,0.25,0.18,0.38,0.31,0.28,0.47,0.25,0.22,0.28,0.35,0.39,0.2,0.33,0.26,0.2,0.37,0.54,0.66
chr14_32272288,0.92,0.88,0.87,0.95,1.0,0.45,0.95,0.93,0.91,0.84,0.32,0.88,0.58,0.4,0.35,0.54,0.92,0.44,0.5,0.57,0.88,0.7,0.5,0.88,0.88,0.43,0.87,0.94,0.95,0.94,0.9,0.45,0.93,0.89,0.85,0.92,0.86,0.93,0.44,0.6
chr5_160294258,0.25,0.17,0.25,0.05,0.0,0.37,0.22,0.15,0.12,0.06,0.19,0.06,0.05,0.1,0.42,0.22,0.36,0.1,0.36,0.0,0.25,0.25,0.29,0.47,0.25,0.13,0.27,0.15,0.18,0.25,0.28,0.14,0.42,0.33,0.04,0.07,0.39,0.29,0.17,0.0
chr13_75162109,0.54,0.55,0.6,0.28,0.44,0.29,0.46,0.55,0.52,0.36,0.34,0.58,0.34,0.46,0.4,0.5,0.36,0.26,0.38,0.32,0.31,0.46076923076923093,0.6,0.56,0.6,0.53,0.63,0.56,0.42,0.32,0.38,0.7,0.36,0.53,0.55,0.57,0.26,0.6,0.66,0.3
chr15_67413929,0.73,0.75,0.63,0.87,0.72,0.65,0.66,0.67,0.94,0.8,0.65,0.81,0.76,0.72,0.83,0.82,0.4,0.53,0.75,0.75,0.72,0.72,0.84,0.65,0.85,0.89,0.9,0.7,0.6,0.79,0.69,0.85,0.7,0.92,0.8,1.0,0.73,0.8,0.82,0.52
chr1_27635134,0.0,0.0,0.0,0.08,0.05,0.06,0.05,0.06,0.05,0.0,0.03,0.14,0.0,0.0,0.08,0.0,0.07,0.05,0.11,0.03,0.01,0.08,0.07,0.08,0.05,0.04,0.18,0.03,0.17,0.16,0.03,0.03,0.16,0.0,0.0,0.07,0.06,0.14,0.11,0.0
chr5_141370659,0.11,0.3,0.32,0.35,0.23,0.35,0.08,0.44,0.29,0.32,0.38,0.27,0.1,0.34,0.3,0.23,0.42,0.22,0.44,0.45,0.33,0.333421052631579,0.73,0.17,0.26,0.54,0.333421052631579,0.34,0.7,0.4,0.21,0.55,0.41,0.18,0.18,0.11,0.44,0.4,0.57,0.21
chr1_26223697,0.78,0.85,0.46,0.37,0.93,0.78,0.9,0.85,0.84,0.83,0.41,0.86,0.48,0.83,0.41,0.0,0.8,0.82,0.81,0.91,0.0,0.78,0.92,0.91,0.83,0.93,0.94,0.85,0.82,0.46,0.91,0.87,0.9,0.97,0.9,0.94,0.91,0.92,0.85,0.87
chr9_2170858,0.88,0.47,0.36,0.9,0.88,0.82,0.83,0.8,0.72,0.45,0.96,0.91,0.92,0.96,0.95,0.44,0.91,0.75,0.25,0.91,0.87,0.83,0.36,0.86,0.75,0.9,0.53,0.86,0.84,0.66,0.48,0.44,0.0,0.06,0.91,0.94,0.88,0.93,0.5,0.76
chr10_8921877,0.78,0.84,0.76,0.84,0.78,0.81,0.46,0.71,0.76,0.9,0.79,0.92,0.88,0.82,0.93,0.87,0.8,0.81,0.62,0.84,0.46,0.7533333333333332,0.87,0.33,0.75,0.5,0.72,0.77,0.43,0.8,0.88,0.86,0.92,0.02,0.96,0.83,0.78,0.82,0.88,0.88
chr19_599426,0.82,0.78,0.78,0.73,0.87,0.8,0.8,0.58,1.0,0.88,0.94,0.78,0.87,0.94,1.0,1.0,0.9,0.61,0.91,0.86,0.8,0.75,0.82,0.69,0.33,0.86,0.75,0.69,0.7,0.7,0.8,0.85,0.86,0.76,0.7843589743589743,0.65,0.66,0.74,0.83,0.5
chr7_64464023,0.57,0.21,0.37,0.45,0.48,0.04,0.42,0.33,0.25,0.76,0.0,0.14,0.28710526315789475,0.57,0.21,0.36,0.38,0.53,0.0,0.35,0.22,0.07,0.15,0.24,0.45,0.25,0.13,0.31,0.12,0.28710526315789475,0.26,0.19,0.42,0.16,0.6,0.14,0.05,0.12,0.38,0.23
chr3_196709588,0.72,0.88,0.84,0.88,0.9,0.94,0.87,0.9,0.95,0.9,0.8,0.91,0.87,0.94,0.97,0.86,0.87,0.33,0.84,0.96,0.92,0.8859459459459462,0.92,0.88,0.88,0.8859459459459462,0.8859459459459462,0.89,0.96,0.78,1.0,0.91,0.9,1.0,0.95,0.95,0.93,1.0,0.92,0.86
chr11_15594991,0.78,0.5,0.63,0.77,0.93,0.64,0.85,0.76,0.72,1.0,0.75,0.9,0.81,0.82,0.8,0.91,0.75,0.85,0.64,0.82,0.68,0.64,0.71,0.77,0.68,0.83,0.79,0.76,0.81,0.63,0.8,0.8,0.81,0.5,0.64,0.77,0.73,0.36,0.79,0.89
chr16_85626729,0.73,0.86,0.76,0.84,0.68,0.84,0.83,0.63,0.64,0.76,0.61,0.4,0.72,0.75,0.77,0.3,0.54,0.6,0.66,0.8,0.69,0.75,0.81,0.76,0.5,0.9,0.8,0.84,0.86,0.68,0.47,0.8,0.71,0.57,0.92,0.94,0.75,0.88,0.8,0.63
chr1_13894618,0.64,0.42,0.25,0.56,0.72,0.62,0.58,0.56,0.71,0.85,0.57,0.67,0.54,0.41,0.53,0.79,0.68,0.5,0.34,0.59,0.47,0.63,0.51,0.5,0.55,0.26,0.44,0.43,0.41,0.48,0.18,0.7,0.4,0.48,0.3,0.37,0.22,0.28,0.64,0.39
chr17_75640542,0.31,0.46,0.51,0.86,0.51,0.71,0.34,0.32,0.83,0.39,0.81,0.39,0.86,0.48,0.75,0.84,0.41,0.86,0.7,0.82,0.37,0.33,0.76,0.41,0.27,0.43,0.4,0.83,0.3,0.42,0.35,0.89,0.74,0.26,0.4,0.77,0.0,0.38,0.79,0.31
chr6_170043782,0.94,0.83,0.87,0.82,0.42,0.92,0.88,0.84,0.6,0.92,0.95,0.87,0.91,0.89,0.88,0.9,0.93,0.78,0.96,0.52,0.92,0.81,0.42,0.86,0.38,0.93,0.88,0.46,0.88,0.58,0.88,0.54,0.97,0.84,0.96,0.89,0.89,0.96,0.52,0.81
chr11_4203918,0.81,0.58,0.67,0.7,0.84,0.7,0.77,0.61,0.82,0.87,0.68,0.79,0.53,0.72,0.86,0.77,0.75,0.56,0.84,0.94,0.62,0.7,0.69,0.67,0.57,0.76,0.67,0.74,0.8,0.62,0.64,0.6,0.61,0.63,0.7,0.79,0.52,0.73,0.7,0.76
chr9_136375030,0.0,0.4,0.51,0.46,0.48,0.9,0.46,0.0,0.8,0.52,0.82,0.92,0.51,0.34,0.0,0.32,0.5,0.34,0.0,0.94,0.33,0.0,0.43,0.86,0.0,0.89,0.42,0.85,0.89,0.81,0.87,0.39,0.43,0.0,0.76,0.52,0.91,0.95,0.0,0.5
chr22_39650773,0.73,0.75,0.82,0.85,0.84,0.83,0.85,0.8,0.88,0.96,0.77,0.92,0.82,0.87,0.81,0.88,0.86,0.91,0.69,0.84,0.82,0.73,0.81,0.75,0.74,0.85,0.77,0.66,0.77,0.76,0.81,0.79,0.74,0.88,0.68,0.73,0.79,0.77,0.81,0.74
chr9_134054913,0.26,0.2,0.2,0.25,0.2,0.1,0.27,0.37,0.19,0.32,0.22,0.05,0.29,0.26,0.35,0.25,0.41,0.29,0.26,0.08,0.37,0.26,0.29,0.42,0.33,0.23,0.35,0.1,0.33,0.41,0.29,0.2,0.48,0.43,0.5,0.14,0.35,0.33,0.35,0.48
chr17_16853743,0.86,0.9,0.69,0.78,0.92,0.73,0.85,0.82,0.8,0.78,0.88,0.77,0.68,0.82,0.81,0.63,0.770810810810811,0.81,0.72,0.81,0.66,0.51,0.88,0.76,0.8,0.77,0.8,0.73,0.8,0.770810810810811,0.71,0.76,0.73,0.86,0.770810810810811,0.73,0.63,0.75,0.64,0.94
chr11_47261364,0.18,0.21,0.05,0.05,0.11,0.31,0.0,0.38,0.17,0.21,0.18,0.25,0.08,0.03,0.1,0.18,0.25,0.20657894736842103,0.43,0.36,0.25,0.32,0.23,0.18,0.08,0.27,0.22,0.18,0.20657894736842103,0.0,0.27,0.1,0.35,0.27,0.36,0.15,0.35,0.33,0.41,0.0
chr15_51083902,0.86,0.88,0.87,0.89,0.92,0.87,0.85,0.9,0.86,0.48,0.93,0.86,0.96,0.86,0.93,0.97,0.96,0.85,0.96,0.9,0.89,0.82,0.91,0.84,0.9,0.91,0.91,0.58,0.8,0.55,0.89,0.91,0.87,0.4,0.89,0.83,0.87,0.33,0.93,0.86
chr17_67475352,0.41,0.61,0.09,0.13,0.45,0.36,0.29,0.38,0.25,0.3,0.22,0.33,0.56,0.27,0.38,0.35,0.25,0.19,0.35,0.4,0.43,0.4,0.5,0.26,0.36,0.3581081081081081,0.3581081081081081,0.42,0.31,0.15,0.3581081081081081,0.33,0.5,0.44,0.45,0.54,0.4,0.52,0.36,0.31
chr14_102691113,0.17,0.06,0.07,0.06,0.11,0.21,0.3,0.28,0.1,0.03,0.16,0.0,0.02,0.07,0.15,0.22,0.26,0.27,0.45,0.2,0.17,0.25,0.18,0.44,0.29,0.18,0.25,0.15,0.42,0.17,0.44,0.15,0.17,0.24,0.21,0.13,0.53,0.38,0.38,0.03
chr15_23647928,0.24,0.46,0.4,0.38,0.31,0.24,0.44,0.33,0.33,0.42,0.32,0.43,0.3,0.48,0.33,0.25,0.19,0.2,0.53,0.31,0.24,0.28,0.38,0.27,0.28,0.4,0.28,0.31,0.34,0.2,0.34,0.2,0.19,0.28,0.33,0.17,0.28,0.12,0.31,0.19
chr10_133279418,0.1,0.08,0.2,0.05,0.29,0.3,0.13,0.23,0.08,0.26,0.31,0.08,0.07,0.0,0.35,0.05,0.22,0.25,0.26,0.22,0.08,0.25,0.41,0.35,0.16,0.31,0.37,0.2,0.25,0.35,0.27,0.13,0.63,0.54,0.25,0.28,0.23,0.43,0.15,0.0
chr7_23333866,0.77,0.75,0.8,0.8,0.78,0.75,0.76,0.77,0.84,0.89,0.7,0.88,0.84,0.77,0.8,0.93,0.68,0.68,0.78,0.88,0.71,0.66,0.74,0.52,0.78,0.8,0.73,0.74,0.8,0.65,0.72,0.76,0.76,0.74,0.79,0.77,0.72,0.66,0.73,0.86
chr16_29622944,0.2,0.11,0.17,0.11,0.22,0.31,0.35,0.48,0.27,0.27,0.2,0.09,0.1,0.15,0.38,0.2797368421052631,0.15,0.43,0.4,0.25,0.24,0.15,0.28,0.33,0.2797368421052631,0.28,0.55,0.21,0.25,0.53,0.26,0.35,0.38,0.35,0.28,0.27,0.43,0.28,0.43,0.14
chr6_90084180,0.0,0.23,0.0,0.0,0.0,0.17,0.0,0.05,0.03,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.06162162162162163,0.0,0.07,0.0,0.04,0.06162162162162163,0.06,0.34,0.1,0.0,0.18,0.0,0.06,0.0,0.18,0.03,0.2,0.06162162162162163,0.0,0.07,0.16,0.17,0.04,0.0
chr11_134738100,0.92,0.63,0.79,0.45,0.8,0.82,0.9,0.65,0.83,0.86,0.72,0.89,0.83,0.8,0.84,0.81,0.82,0.82,0.92,0.0,0.4,0.32,0.47,0.71,0.85,0.81,0.37,0.89,0.83,0.89,0.78,0.85,0.01,0.8,0.8,0.75,0.66,0.8,0.9,0.9
chr14_90510329,0.88,0.93,0.79,0.86,0.88,0.91,0.87,0.84,0.87,0.97,0.87,0.86,0.91,0.9,0.81,0.97,0.82,0.83,0.91,0.97,0.83,0.8,0.9,0.85,0.9,0.9,0.86,0.9,0.71,0.66,0.84,0.82,0.73,0.79,0.79,0.91,0.88,0.81,0.8,0.82
chr10_96397259,0.89,0.88,0.68,0.9,0.91,0.96,0.87,0.78,0.86,0.92,0.85,0.9,0.85,0.85,0.87,0.7,0.85,0.83,0.76,0.85,0.75,0.72,0.89,0.71,0.64,0.8,0.79,0.77,0.76,0.9,0.83,0.94,0.71,0.67,0.78,0.9,0.79,0.74,0.8,0.71
chr2_4089739,0.76,0.84,0.71,0.75,0.68,0.43,0.75,0.76,0.8,0.78,0.33,0.87,0.75,0.52,0.77,0.86,0.32,0.35,0.81,0.87,0.8,0.4,0.72,0.71,0.4,0.82,0.8,0.84,0.7,0.48,0.51,0.6,0.67,0.03,0.83,0.93,0.78,0.41,0.4,0.78
chr17_28718229,0.11,0.09871794871794871,0.0,0.05,0.13,0.05,0.05,0.0,0.12,0.1,0.04,0.04,0.0,0.0,0.18,0.05,0.27,0.09,0.16,0.06,0.02,0.11,0.17,0.22,0.2,0.08,0.17,0.08,0.05,0.0,0.1,0.24,0.24,0.0,0.05,0.12,0.13,0.26,0.11,0.0
chr6_163460623,0.47,0.46,0.25,0.3,0.21,0.1,0.43,0.42,0.26,0.5,0.35,0.14,0.33,0.13,0.35,0.38,0.21,0.41,0.05,0.44,0.15,0.25230769230769234,0.17,0.33,0.3,0.25,0.09,0.25,0.29,0.05,0.33,0.0,0.06,0.35,0.18,0.2,0.17,0.13,0.05,0.3
chr22_50547193,0.53,0.46,0.46,0.57,0.62,0.75,0.74,0.67,0.54,0.47,0.3,0.54,0.81,0.28,0.35,0.52,0.35,0.54,0.78,0.73,0.7,0.27,0.58,0.6,0.42,0.41,0.19,0.35,0.53,0.33,0.4,0.38,0.48,0.46,0.62,0.34,0.64,0.33,0.38,0.73
chr11_69131315,0.71,0.57,0.86,0.58,0.96,0.87,0.61,0.44,0.89,0.93,0.88,0.9,0.9,0.9,0.8,0.96,0.45,0.84,0.9,0.85,0.82,0.85,0.92,0.82,0.81,0.97,0.83,0.77,0.96,0.9,0.93,0.91,0.86,0.87,0.76,0.86,0.89,0.91,0.87,0.78
